Gene,C3,C5,C7,T3,T4,T5
Gm29012,0,0,0,0,0,0
Rnf152,555,265,395,770,593,158
Gm17634,8,2,1,6,1,13
Pign,1214,672,884,1113,1037,249
Relch,3178,2199,2624,3088,3278,943
Tnfrsf11a,4166,2218,2836,3051,2939,1248
Gm7160,17,23,13,29,25,11
Zcchc2,1680,1125,1296,1316,1495,625
Gm20753,4,2,1,2,7,2
Phlpp1,1238,694,841,892,1180,469
Bcl2,481,261,327,383,473,143
Mir3473f,0,0,0,0,0,1
Kdsr,780,450,604,788,855,305
Vps4b,4352,2921,3593,4268,4173,1192
Serpinb5,1627,1207,1363,1502,1489,1070
Serpinb12,2,3,0,0,1,0
Serpinb13,1,0,1,8,1,0
Serpinb3a,0,0,0,0,0,0
Serpinb3d,0,0,0,0,0,0
Serpinb3b,0,0,0,0,0,0
Serpinb3c,0,0,0,0,0,0
Serpinb11,0,0,0,0,0,0
Serpinb7,0,1,0,0,0,0
Serpinb2,40,185,2,3,1,1
Serpinb10,0,5,1,0,0,0
Serpinb8,57,72,36,46,64,19
D830032E09Rik,0,0,0,0,0,0
Cdh7,0,2,1,0,0,0
Cdh19,75,36,43,55,83,17
Dsel,284,167,279,278,240,73
Gm32810,0,0,0,0,0,0
Cntnap5a,23,10,18,12,30,3
B020011L13Rik,0,0,0,0,0,0
Tsn,1762,1135,1475,1390,1461,681
Nifk,788,590,747,565,636,291
Gm28867,0,0,0,0,0,0
Clasp1,1396,861,1208,1113,1239,452
2900060B14Rik,4,3,1,2,0,0
Tfcp2l1,12258,6650,9025,13298,12066,5279
Gli2,179,117,137,176,223,56
Mir6346,0,0,0,0,0,0
Inhbb,66,67,50,87,132,81
Ralb,2485,1656,2076,2157,2241,1600
Tmem185b,473,411,391,388,482,323
3830432H09Rik,1,2,0,0,0,0
Epb41l5,482,307,406,432,450,196
Ptpn4,217,110,130,216,132,39
Tmem177,241,155,209,230,220,122
Cfap221,0,0,0,1,0,0
Sctr,2,6,2,7,0,1
Tmem37,687,408,505,502,732,661
Dbi,4891,3684,4129,4089,3788,2890
3110009E18Rik,10,20,15,11,13,17
Steap3,1276,979,1055,1052,1229,1003
C1ql2,0,2,0,0,0,1
Marco,28,109,29,1,22,18
En1,0,1,0,0,0,0
Celrr,1,0,0,0,0,0
Insig2,1335,1098,1156,1344,1295,486
Ccdc93,3260,2117,2271,2765,3126,873
Htr5b,0,3,0,0,4,0
Ddx18,973,678,889,791,760,399
Gm28590,0,0,0,0,0,0
Dpp10,127,72,103,67,94,40
Actr3,12866,8825,11114,11907,11760,5928
Slc35f5,4022,2670,3170,3995,4467,1875
Gpr39,182,151,160,151,171,97
Lypd1,17,9,5,13,12,5
Nckap5,284,151,232,311,247,92
Mgat5,1616,896,1221,1679,1523,695
Tmem163,8,1,5,5,17,6
Gm35993,0,0,0,0,0,0
Acmsd,0,1,0,1,0,0
2900009J06Rik,0,0,0,0,1,0
Ccnt2,1710,1078,1423,1567,1738,423
Map3k19,6,3,1,2,4,1
Rab3gap1,1888,1284,1558,1668,1888,711
Zranb3,152,88,104,97,106,29
Rpl28,12746,8988,10510,10416,11461,12357
R3hdm1,1398,962,1119,1157,1206,333
Mir128-1,0,0,0,0,0,0
Ubxn4,2405,1682,2088,2113,2161,1002
Lct,2,1,5,2,9,2
Mcm6,2756,1782,2390,1950,1965,909
Dars,1626,1087,1321,1349,1321,895
Cxcr4,80,110,64,60,88,27
Thsd7b,8,0,8,2,11,7
Cd55b,6,1,4,2,3,0
Cd55os,98,55,64,130,96,8
Cd55,918,757,676,965,959,277
Zp3r,0,0,0,0,0,0
C4bp,221,99,131,197,214,71
C4bp-ps1,4,5,2,2,6,4
Pfkfb2,2189,1307,1587,1988,2017,406
Yod1,198,137,182,182,230,48
AA986860,453,346,398,545,601,251
Gm28857,11,12,6,18,0,2
Gm28856,1,0,1,0,6,0
Fcamr,275,162,222,141,212,31
Pigr,120769,72202,92348,83524,104290,39933
Fcmr,0,0,0,0,0,0
Il24,0,0,0,0,0,0
Il20,0,0,0,0,0,0
Il19,1,0,0,0,0,1
Il10,10,4,12,4,2,1
Mapkapk2,3838,2942,3458,3154,3584,3319
Dyrk3,53,26,39,26,36,21
Eif2d,1080,715,952,942,963,760
Rassf5,156,111,138,127,139,68
Ikbke,2038,1401,1485,1308,1631,974
Srgap2,860,540,667,637,730,201
Fam72a,64,34,38,45,10,15
Avpr1b,40,23,34,40,33,20
Ctse,1508,613,1041,1665,1617,471
Rab7b,191,203,167,138,196,72
Slc26a9,1,4,0,1,2,0
Pm20d1,229,185,155,272,370,136
Slc41a1,987,782,769,825,1015,534
Rab29,370,251,310,254,318,264
Nucks1,3540,2168,2904,2728,2501,931
Slc45a3,1789,1073,1347,1417,1541,1088
Elk4,1087,537,626,996,799,328
Mfsd4a,4951,2983,3362,4330,5129,1924
Gm37120,4,1,3,6,2,0
Cdk18,1259,971,1146,1199,1347,953
Lemd1,0,0,0,0,0,0
Mir135b,0,0,0,0,0,0
Klhdc8a,267,194,235,247,248,268
Nuak2,2092,1266,2101,1908,2156,1542
Tmcc2,177,119,167,126,189,164
Dstyk,525,390,466,506,609,223
6030442K20Rik,17,9,3,10,10,3
Rbbp5,1062,741,967,901,956,395
Tmem81,128,98,96,109,117,39
Cntn2,17,10,6,8,13,8
Nfasc,145,247,114,121,161,65
Gm10538,0,0,0,0,0,0
Lrrn2,131,179,87,80,125,75
Mdm4,3768,2100,2989,3366,3311,661
Pik3c2b,4707,2842,3350,4045,4216,2178
Ppp1r15b,8084,5734,7115,7011,6973,4297
Plekha6,15116,9354,11045,13029,13658,7095
Gm19461,82,56,49,62,70,36
Golt1a,536,404,427,419,450,417
Kiss1,20,10,23,10,15,9
Ren2,0,0,0,0,0,0
Ren1,0,0,0,0,0,0
Etnk2,19,22,24,13,13,24
Sox13,2155,1468,1808,1927,2309,1658
Snrpe,974,649,719,720,700,761
Zc3h11a,5283,3509,4482,4720,5239,1099
Zbed6,935,384,490,1077,557,108
Lax1,23,15,30,23,35,13
Atp2b4,2906,1825,2111,1895,2734,890
Mir6903,0,0,0,0,0,0
Optc,141,64,131,129,171,70
Prelp,2243,1465,1739,1557,2206,1074
Fmod,32,47,25,20,33,25
Gm19497,21,18,18,22,19,6
Btg2,2762,1898,2147,2355,3056,1923
Chit1,15,13,13,38,33,40
Chil1,154,92,57,56,41,25
Mybph,0,0,0,0,0,0
Adora1,63,67,61,73,96,81
Myoparr,0,0,0,0,0,0
Myog,0,0,0,0,0,0
Ppfia4,253,162,217,242,302,224
Tmem183a,4751,3095,4130,4283,4222,2113
Mgat4f,0,0,0,0,0,0
Cyb5r1,623,458,512,443,557,241
Adipor1,6075,3912,4697,5238,6108,4143
Klhl12,583,420,483,516,533,177
Rabif,868,617,818,726,818,340
Mgat4e,0,0,0,0,0,0
Kdm5b,1487,1105,1096,1548,1532,600
Syt2,46,25,37,54,138,50
Ppp1r12b,4152,2161,3071,2708,3674,1715
Gm51265,0,0,0,0,0,0
Ube2t,153,107,105,95,92,61
Lgr6,1,3,0,2,3,2
Ptprv,46,55,27,25,29,18
Ptpn7,90,110,95,63,80,39
Arl8a,1114,837,907,873,1021,826
Gpr37l1,140,62,71,49,122,60
Elf3,20947,13258,18443,16747,19978,17737
Rnpep,5877,3962,4910,4294,4376,4383
Timm17a,1088,824,924,859,825,454
Lmod1,1313,876,1212,856,1260,640
Shisa4,67,32,46,39,48,53
Ipo9,1519,1123,1288,1191,1331,540
Nav1,1063,934,855,977,1149,333
Mir1231,0,0,0,0,0,0
Gm4793,4,1,1,1,2,2
Csrp1,10103,5837,7784,7274,10126,9082
Phlda3,266,311,200,199,270,257
Tnni1,1042,564,630,497,770,563
Lad1,10867,7443,8618,8491,10009,7911
Tnnt2,120,49,96,70,115,44
Pkp1,1965,1345,1689,1875,2028,956
Igfn1,4,5,2,10,11,7
Tmem9,391,274,344,374,434,471
Ascl5,0,0,0,0,0,0
Cacna1s,1,1,6,5,4,6
Gm15850,4,4,0,1,1,0
Kif21b,2246,1444,1722,1945,2329,1308
Mroh3,293,207,200,222,309,104
Inava,5743,3766,4674,4741,5539,4565
Gpr25,3,4,5,6,2,1
Camsap2,491,345,379,369,460,119
9230116N13Rik,11,10,13,9,8,2
Ddx59,123,75,130,98,124,40
Kif14,612,356,415,479,313,89
Zfp281,377,268,274,311,372,97
Gm19705,0,3,3,5,9,0
Platr22,1,0,0,0,1,0
Nr5a2,1277,954,1146,1268,1475,437
Mir181a-1,0,0,0,0,0,0
Mir181b-1,0,1,0,0,0,0
Ptprc,835,626,764,621,669,170
Atp6v1g3,0,0,0,0,0,0
Nek7,1903,1059,1429,1665,1707,466
Gm5833,0,0,0,0,0,0
Lhx9,3,0,0,0,0,0
2310009B15Rik,183,142,162,176,182,203
1700019P21Rik,0,0,0,0,0,0
Dennd1b,1454,840,1090,1813,1732,477
4930596I21Rik,16,6,10,18,12,4
Crb1,0,2,0,0,1,0
4933436E23Rik,0,0,1,0,0,0
Gm34816,0,0,0,0,0,0
Zbtb41,805,488,602,715,593,177
Aspm,818,448,567,652,524,147
F13b,0,0,0,0,0,0
Cfhr1,0,0,0,0,0,0
Cfhr3,0,0,0,0,0,0
Gm4788,2,0,0,0,0,0
Cfhr2,1,1,1,0,1,1
Cfh,715,945,511,493,683,177
Kcnt2,40,21,33,25,50,15
4930590L20Rik,0,0,0,0,0,0
Gm35244,0,0,0,0,0,0
Cdc73,993,635,791,911,881,390
B3galt2,50,101,44,122,91,30
Glrx2,569,385,501,465,514,243
Ro60,569,334,464,590,563,143
Uchl5,656,417,489,509,519,226
Rgs2,602,455,628,876,1080,536
Rgs13,65,52,71,44,46,42
Rgs1,175,117,154,107,142,77
Rgs21,0,0,0,0,0,0
Rgs18,12,13,17,6,3,5
Gm29514,0,0,0,0,0,0
Brinp3,4,3,7,6,7,3
Pla2g4a,1715,977,1294,1328,1500,523
Ptgs2os,6,5,1,3,8,4
Ptgs2,199,151,130,153,174,46
Ptgs2os2,5,3,8,2,4,4
Pdc,0,1,0,0,1,0
2310030A07Rik,0,0,0,0,0,0
Odr4,970,625,732,745,760,358
Tpr,4208,2706,3300,3677,3712,883
Prg4,80,200,39,36,74,6
Hmcn1,405,231,230,384,390,92
C730036E19Rik,2,1,1,2,2,1
3110040M04Rik,0,0,0,0,0,0
Ivns1abp,15610,8075,11268,13400,16506,2825
Swt1,444,348,389,485,393,156
Trmt1l,1148,761,1032,1134,1132,465
Mir7682,9,5,4,8,9,0
Rnf2,733,469,505,585,644,231
Niban1,3504,2580,2643,3421,3595,1298
2810414N06Rik,20,21,16,12,29,8
Edem3,3612,2301,2997,3882,3817,1042
1700025G04Rik,947,540,643,860,849,326
Tsen15,149,123,109,138,173,83
Colgalt2,39,32,33,34,42,21
Rgl1,341,375,295,278,416,183
Apobec4,0,0,2,0,0,2
Arpc5,7848,5367,6777,7184,7427,3189
Ncf2,1083,869,1031,985,1050,788
Smg7,2586,1917,2310,2417,2420,833
1700040K01Rik,0,0,0,0,0,0
Nmnat2,46,25,36,43,34,12
Lamc2,2008,1297,1614,2323,2765,1208
Lamc1,2486,2318,2042,2571,3354,1480
E330020D12Rik,9,8,11,9,18,3
Shcbp1l,5,0,4,3,4,1
Dhx9,5479,3577,4700,5059,4752,1040
Npl,50,78,45,37,57,40
Rgs8,42,13,13,30,27,13
C230024C17Rik,2,1,0,1,0,1
Rgs16,70,58,67,83,98,64
Rnasel,13611,8687,11185,12986,14038,3142
Rgsl1,1,1,0,5,2,0
Teddm2,0,0,0,0,0,0
Teddm1b,0,0,0,0,0,0
Teddm1a,0,3,0,0,1,0
Mir8114,0,0,0,0,0,0
Glul,11054,6884,7039,9540,11051,4776
LOC108167736,3,2,4,0,3,4
Zfp648,0,0,1,2,0,0
4930452N14Rik,0,0,0,0,0,0
4930532M18Rik,0,0,0,0,0,0
Cacna1e,235,125,194,218,235,48
Gm9530,38,21,40,37,23,13
Ier5,2523,1915,1978,1597,1600,1414
Mr1,142,86,122,95,155,35
Stx6,1067,736,789,822,900,623
BC034090,100,121,81,85,111,61
Xpr1,2835,1534,2035,2367,3049,678
Gm5532,4,3,2,1,2,2
Acbd6,752,493,648,648,765,677
Lhx4,0,0,0,0,0,0
Qsox1,4847,3309,4076,4693,5043,5450
Cep350,2381,1378,1825,2490,2140,553
Tor1aip1,1612,1245,1380,1648,1551,742
Tor1aip2,7328,5242,6446,7596,6901,2637
Fam163a,28,16,18,18,39,15
Tdrd5,2,4,3,5,6,1
Nphs2,1,1,0,0,0,3
Axdnd1,6,4,10,10,15,2
Soat1,1479,1014,1017,1255,1362,549
Abl2,914,570,629,896,744,316
Tor3a,1835,1171,1530,1525,1443,1051
Fam20b,5658,3687,4557,5076,5656,2448
Ralgps2,2087,1163,1593,1839,1803,800
Angptl1,59,23,51,32,48,21
Tex35,0,0,1,0,2,0
Gm30694,2,0,0,3,2,1
Rasal2,463,280,305,369,384,113
2810025M15Rik,207,138,141,177,182,124
Cryzl2,206,172,147,159,262,153
Gm15486,0,0,0,0,0,0
Sec16b,1388,834,987,1169,1321,608
Brinp2,79,28,45,48,59,31
Astn1,90,40,72,72,84,51
Mir488,0,0,0,0,0,0
Pappa2,132,66,82,165,112,54
1600012P17Rik,0,0,0,0,0,0
Cop1,3031,1917,2264,2495,2777,1073
Pou5f1-rs1,0,1,1,3,0,0
Scarna3a,0,1,0,0,2,0
Mir1843b,0,0,0,0,0,0
Tnr,1,2,3,8,12,1
Gm37294,3,0,0,0,0,0
4930523C07Rik,277,183,243,244,230,98
4930562F07Rik,1,1,5,4,5,0
Tnn,2,3,2,4,6,1
Mrps14,890,592,723,726,608,649
Cacybp,1555,964,1220,917,926,747
Rabgap1l,1613,856,1142,1591,1754,503
Mir1927,0,0,0,0,0,0
Gpr52,15,16,19,17,15,13
Rc3h1,2278,1291,1660,2200,1839,390
Serpinc1,13,17,21,24,8,7
Zbtb37,83,49,79,84,90,23
Gas5,2018,1374,1862,1819,2175,796
Snord47,12,11,12,3,12,0
Dars2,962,506,656,589,673,297
Cenpl,323,197,261,213,228,100
Klhl20,451,323,493,464,568,152
Ankrd45,6,0,0,4,6,0
Tex50,0,0,0,0,0,0
Prdx6,30742,15819,18741,22406,34657,24533
Tnfsf4,9,4,4,13,5,1
Tnfsf18,0,0,2,7,6,0
Fasl,3,4,3,1,5,6
Suco,1167,625,1002,1026,1043,208
4930558K02Rik,1,0,0,0,0,0
Pigc,597,374,513,544,569,230
Dnm3,61,34,45,50,89,17
2810442N19Rik,0,0,2,0,5,1
Dnm3os,48,44,45,69,30,4
Mir199a-2,0,0,0,0,0,0
Mir214,0,0,0,0,0,0
Eef1aknmt,409,280,317,309,391,276
Vamp4,872,549,609,588,760,450
Myoc,10,43,10,12,17,5
Myocos,0,0,0,0,0,0
Prrc2c,5983,3593,4567,5599,4704,1275
Fmo4,62,56,68,79,91,30
Fmo1,163,138,123,146,211,109
Fmo2,853,397,633,644,1144,216
Fmo6,2,0,0,0,0,0
Fmo3,9,0,2,9,3,1
Mroh9,0,0,0,0,0,0
Prrx1,21,75,23,13,17,6
Gorab,615,375,575,507,501,206
Mettl11b,0,0,0,0,0,0
Gm51663,0,0,2,1,0,1
Kifap3,517,371,411,385,464,171
Scyl3,1112,674,945,1093,1074,389
BC055324,200,134,185,180,119,41
Mettl18,83,55,70,62,74,46
Sele,13,4,8,5,7,0
Sell,28,32,44,25,18,12
Selp,47,55,45,47,53,22
Gm16548,0,0,0,0,0,1
F5,21,71,13,40,20,4
Gm51287,0,0,0,0,0,0
Slc19a2,377,267,324,406,483,151
Ccdc181,260,151,199,198,196,140
Blzf1,599,359,523,440,495,179
Nme7,283,177,274,279,285,138
Atp1b1,40192,27208,32341,35552,41430,22104
Gm32391,302,223,202,293,308,144
Gm26685,20,12,19,20,23,8
Dpt,1827,1713,1510,1723,2392,687
Gm20743,14,12,4,18,19,6
Xcl1,52,8,33,18,24,26
1700029M03Rik,0,0,0,0,0,0
4930568G15Rik,0,0,0,0,0,0
Tbx19,0,0,0,0,1,1
Sft2d2,7555,4893,5722,6999,7683,3702
Tiprl,864,580,674,670,729,292
Gpr161,134,78,136,129,151,65
Dcaf6,797,492,605,703,781,293
Mpc2,1972,1325,1539,1538,1624,1134
Adcy10,1,0,0,2,3,2
Mpzl1,1825,1075,1254,1342,1473,876
Rcsd1,263,227,196,211,270,152
Creg1,1049,1143,852,824,1065,648
Cd247,6,5,9,2,4,2
Pou2f1,640,365,520,629,505,184
Dusp27,8,6,19,14,4,6
Gpa33,26604,15101,21569,21691,22849,17712
Mael,0,0,0,0,0,0
Ildr2,134,321,87,61,148,49
Tada1,638,417,533,493,502,264
Pogk,526,364,450,455,562,142
Gm33354,0,0,0,0,0,0
Gm4846,0,0,0,0,0,0
Gm4847,0,0,0,0,0,0
Fmo9,0,0,0,0,0,0
Gm16701,1,7,2,2,3,1
Fam78b,44,52,34,22,36,28
Uck2,958,687,787,683,812,609
Mir6347,0,0,0,0,0,0
Tmco1,1582,1196,1294,1178,1301,755
Aldh9a1,2547,1933,2394,2341,2475,1557
Mgst3,8231,5440,6858,7271,8281,7744
Lrrc52,0,0,0,0,0,0
Rxrg,8,11,9,10,14,3
Lmx1a,17,19,29,32,24,20
Pbx1,1715,1166,1449,1621,1839,710
Mir6348,0,0,0,0,0,0
Mir6354,0,0,0,0,0,0
Nuf2,441,309,373,330,302,151
Rgs5,3866,2810,3189,2835,4231,1086
Rgs4,192,125,170,131,201,41
Ccdc190,5,1,3,2,5,2
Hsd17b7,1094,736,1108,966,991,500
3110045C21Rik,35,12,24,11,25,12
Ddr2,1355,939,1015,1054,1355,287
Uap1,5623,3685,4660,4821,5177,1886
Uhmk1,3877,2390,2985,3294,3405,1267
Sh2d1b2,0,0,1,0,0,0
Gm6345,9,2,11,3,3,5
Sh2d1b1,22,6,22,17,19,12
Gm7694,442,291,375,408,562,292
Spata46,7,5,4,11,2,2
Nos1ap,188,140,152,185,197,111
Olfml2b,483,408,401,508,659,368
Atf6,2270,1325,1756,2145,2219,771
Gm29733,0,2,2,1,1,2
Dusp12,227,163,184,198,262,110
Fcrlb,11,31,5,6,11,7
Fcrla,7,3,4,7,5,0
Fcgr2b,491,749,433,333,472,139
Fcgr4,234,97,243,150,163,115
Fcgr3,477,625,438,340,412,207
Mir6546,0,1,0,0,0,0
Cfap126,24,30,38,29,28,6
Sdhc,6161,3946,5126,4810,5015,4467
Mpz,13,8,1,8,4,3
Pcp4l1,978,519,710,656,794,503
Nr1i3,31,23,22,64,70,32
Tomm40l,1092,676,924,706,794,837
Apoa2,18,7,10,16,26,21
Fcer1g,469,559,437,290,300,230
Ndufs2,9143,5625,7402,6915,7335,6291
Adamts4,280,209,193,146,115,77
B4galt3,1765,1027,1465,1308,1337,979
Ppox,745,485,618,671,735,497
Usp21,917,575,807,656,784,463
Ufc1,1915,1287,1621,1645,1594,1252
Dedd,1605,977,1246,1159,1391,781
Nit1,921,653,759,680,826,556
Pfdn2,566,456,480,417,508,319
Klhdc9,14,6,11,13,12,21
Nectin4,236,116,244,192,213,107
Arhgap30,354,287,320,278,296,149
Usf1,1623,1073,1393,1363,1484,1168
Tstd1,2129,1445,1655,1889,1870,1343
Gm26641,6,3,6,7,5,2
F11r,7100,4779,5768,5956,6956,2783
Alyref2,90,99,92,79,128,53
Itln1,134,18,112,70,119,66
Cd244a,82,51,69,58,63,32
Ly9,84,110,74,53,80,28
Slamf7,95,55,125,84,107,56
Mir7683,0,0,0,0,0,0
Cd48,129,89,91,82,80,69
Tma7-ps,13,24,13,18,12,13
Slamf1,0,1,1,2,0,0
Cd84,162,303,148,108,169,46
Gm37065,0,0,0,0,2,0
Slamf6,7,10,14,26,13,7
Vangl2,195,112,160,137,199,82
Nhlh1,1,1,3,3,1,1
Ncstn,5730,3757,4824,5575,6265,3983
Copa,13357,8966,11268,11819,11506,6792
Pex19,1949,1437,1745,1911,1944,1583
Dcaf8,3181,2000,2537,2952,3362,2006
Pea15a,1169,938,940,942,1132,634
Casq1,1,6,4,4,8,5
Atp1a4,3,2,3,2,0,0
Atp1a2,428,636,423,443,649,406
Igsf8,1465,1091,1230,1182,1586,1447
Kcnj9,6,4,9,3,7,3
Kcnj10,118,61,116,84,168,46
Pigm,1300,859,1107,1093,1141,403
Slamf9,85,33,72,47,70,72
Igsf9,4162,2817,3139,3561,4259,2419
Tagln2,11149,7487,8801,7732,8421,6831
Cfap45,124,47,73,78,88,41
4933439K11Rik,85,43,38,76,70,18
Vsig8,42,75,21,25,30,46
Slamf8,146,72,194,98,107,75
Fcrl6,0,0,1,1,1,1
Dusp23,245,260,208,293,338,240
Crp,0,1,3,0,0,0
Apcs,0,2,0,0,0,0
Olfr16,0,0,0,0,1,0
Gm35742,0,0,0,0,0,0
Olfr1408,0,0,0,0,0,0
Olfr1406,0,0,0,0,0,0
Olfr218,0,0,0,0,0,0
Olfr1404,0,0,0,0,0,0
Fcer1a,0,0,2,6,1,6
Olfr418,0,0,0,0,0,0
Mptx2,20,9,24,4,2,3
Ackr1,112,83,107,75,99,36
Cadm3,321,244,217,203,333,186
Aim2,1669,941,1276,1381,1424,435
Ifi206,23,20,41,30,66,18
Ifi214,0,0,0,0,0,1
Ifi213,62,50,98,74,57,31
Ifi209,77,60,94,61,79,42
Ifi208,19,45,42,33,22,9
Ifi207,145,159,172,165,162,55
Ifi204,225,280,304,181,194,125
Mndal,234,164,246,216,225,123
Ifi211,118,97,148,90,105,96
Ifi203,322,220,327,270,288,69
Ifi202b,0,0,0,0,0,0
Ifi205,102,92,108,64,76,82
Olfr433,1,1,1,0,0,0
Olfr432,0,0,0,0,0,0
Olfr430,0,0,0,0,0,0
Olfr429,0,0,0,0,0,0
Olfr427,0,0,0,0,0,0
Olfr426,0,0,0,0,0,0
Olfr231,0,0,0,0,0,0
Olfr424,0,0,0,0,0,0
Olfr421-ps1,0,0,0,0,0,0
Olfr420,0,0,0,0,0,0
Spta1,70,21,100,4,10,1
Olfr419,0,0,0,0,0,0
Mptx1,21266,9976,17154,5209,8178,7822
Olfr417,0,0,0,0,0,0
Olfr248,0,0,0,0,0,0
Olfr414,0,0,0,0,0,0
Olfr220,0,0,0,0,0,0
Fmn2,31,12,6,19,14,5
Grem2,657,562,541,650,753,270
Rgs7,21,17,15,9,22,1
Fh1,3815,2576,3267,2898,3220,1523
Kmo,55,34,48,39,33,15
Opn3,103,87,84,119,86,33
Chml,519,336,387,429,436,89
Wdr64,1,0,1,0,0,0
Exo1,264,182,228,151,179,70
Becn2,1,0,0,0,0,0
Pld5,8,6,9,18,3,3
Gm36536,0,0,0,0,0,0
Cep170,257,232,193,216,221,60
Mir350,0,0,0,0,0,0
Sdccag8,166,147,124,145,181,75
Hmga2-ps1,12,18,22,10,22,3
Akt3,1313,358,1177,978,891,363
Zbtb18,1768,1066,1470,1538,1625,561
Gm51282,0,0,0,0,0,0
2310043L19Rik,3,0,0,1,0,0
1700016C15Rik,0,2,0,6,0,2
Adss,2462,1679,2033,2069,2221,819
Catspere1,0,0,0,0,0,0
Catspere2,17,14,21,16,31,8
Desi2,1215,805,999,1095,1138,287
Cox20,26,11,31,24,37,5
Hnrnpu,14421,10003,12288,11386,11930,3179
Efcab2,77,49,60,68,72,35
Kif26b,48,77,45,43,36,30
Smyd3,204,149,183,171,239,93
Tfb2m,737,486,563,599,687,204
Cnst,1507,986,1240,1309,1576,576
Sccpdh,304,243,352,369,330,157
Kif28,0,0,0,0,0,0
Ahctf1,1697,1157,1393,1475,1664,375
Cdc42bpa,1581,1093,1271,1628,1701,427
Coq8a,573,501,428,585,852,642
Psen2,469,499,478,422,516,393
Gm31728,9,17,3,7,1,5
Gm5069,64,73,51,41,65,40
Itpkb,894,727,735,720,898,645
Stum,930,551,655,621,909,510
Parp1,1673,1173,1368,1227,1492,798
Mir6904,1,0,1,0,0,0
Lin9,294,192,238,233,251,104
Mixl1,0,0,0,0,0,0
Acbd3,3644,2244,2830,2831,2873,925
H3f3a,9571,6368,7885,8386,8887,5404
Sde2,773,531,637,641,642,281
Lefty2,0,1,0,0,0,0
Pycr2,1258,816,1038,749,945,1002
Lefty1,162,106,122,151,184,125
Tmem63a,5712,3551,4487,4508,5131,4628
Ephx1,520,466,547,520,731,411
9130409I23Rik,0,0,0,0,0,1
Gm37406,0,0,0,0,0,0
Nvl,1298,715,1067,1093,976,368
Cnih4,1466,867,1218,1102,1129,782
Wdr26,5220,3467,4301,4920,5056,1790
Cnih3,3,1,0,2,0,0
Ccdc121,0,0,0,0,0,0
Dnah14,15,6,17,12,17,5
Lbr,2970,1851,2471,2232,2359,1158
Enah,864,630,709,713,985,326
Srp9,1999,1370,1796,1654,1690,1489
Vmn1r1,0,0,0,0,0,0
Gm33887,43,11,37,33,39,22
Degs1,780,734,713,700,830,343
1700047M11Rik,3,7,2,4,6,0
Fbxo28,1142,767,923,962,1018,452
Trp53bp2,1830,1180,1481,1685,1766,738
Capn2,2909,1871,2181,2712,2931,1401
Capn8,504,270,379,681,497,269
Ccdc185,0,0,0,0,0,0
Susd4,35,20,21,27,39,24
Tlr5,125,121,123,150,258,58
Disp1,493,335,368,385,426,233
Brox,2386,1516,1938,1978,2085,787
Aida,839,621,833,790,722,333
Mia3,6589,4220,5188,7230,6536,1767
Taf1a,371,242,341,274,350,116
Hhipl2,5,7,6,6,2,2
Gm34068,0,0,0,0,0,0
1700056E22Rik,20,21,26,24,15,22
Dusp10,277,159,200,252,307,147
1700112H15Rik,0,0,0,0,0,0
4930488B22Rik,0,1,0,0,0,0
Hlx,231,226,226,198,287,254
Mtarc1,8,5,9,2,4,5
Mtarc2,2184,1472,1862,1668,2236,1779
Mir1981,0,0,0,0,0,0
C130074G19Rik,1012,848,912,955,1324,826
Mark1,246,226,171,199,233,164
Rab3gap2,1884,1333,1588,1863,1991,729
Snora36b,0,0,0,0,0,0
Mir664,0,0,0,1,0,0
Iars2,3825,2473,3206,3718,3633,1572
Mir194-1,3,2,3,5,0,2
Mir215,2,1,5,0,3,0
Bpnt1,3537,2445,2870,2722,2761,1934
Eprs,4370,2944,3691,3496,3481,945
9630028B13Rik,14,35,26,38,54,20
Gm2061,67,133,98,133,203,70
Slc30a10,395,765,479,690,1242,324
5033404E19Rik,71,58,43,60,72,27
Lyplal1,117,85,95,120,133,55
A730004F24Rik,0,0,0,0,0,0
Gm35546,0,0,0,0,0,0
Tgfb2,232,200,203,185,254,101
Rrp15,335,214,285,202,268,92
D1Pas1,0,0,0,0,0,0
Spata17,23,12,17,25,7,7
Gm15509,0,0,0,0,0,0
1700007P06Rik,0,0,0,0,0,0
Gpatch2,1627,1070,1375,1361,1665,540
Esrrg,199,89,105,122,184,40
9330162B11Rik,0,0,1,1,0,0
Ush2a,0,0,0,0,0,0
Kctd3,2308,1382,1846,1782,1847,1241
Kcnk2,52,55,51,60,69,31
A430027H14Rik,1,1,1,0,1,0
Cenpf,1432,789,1048,1128,865,204
Ptpn14,590,496,480,539,544,262
Smyd2,1110,710,971,915,930,523
Prox1,160,112,137,154,243,74
Prox1os,1,2,2,0,1,0
Gm29678,0,0,0,0,0,0
Rps6kc1,718,422,558,540,567,422
Angel2,1685,1054,1456,1576,1815,596
Vash2,48,23,34,43,52,12
Flvcr1,359,231,303,306,319,99
A230020J21Rik,2,1,0,1,2,1
Spata45,1,4,1,3,2,0
Tatdn3,154,125,156,144,154,76
Nsl1,433,246,348,240,260,155
Batf3,76,23,55,34,50,47
Fam71a,1,0,0,0,0,0
Atf3,1218,685,1016,632,917,538
D730003I15Rik,40,31,35,46,27,26
Nenf,571,444,493,520,514,431
Pacc1,186,124,145,114,152,77
Ppp2r5a,4728,3296,3732,3787,4287,2462
Gm32200,0,1,0,2,1,0
